Case #1: 153
25 45 761155
25 46 401977
25 49 409168
26 34 545946
26 35 379764
28 29 681563
28 39 531722
29 30 854104
29 42 649862
30 42 204242
30 43 736432
30 44 547648
30 45 655626
30 46 296448
30 49 303639
33 38 718807
33 41 718466
34 35 166182
39 48 660203
41 49 987287
42 43 532190
42 44 751890
42 45 859868
42 46 500690
42 49 507881
44 46 524478
44 49 851287
45 46 952074
45 49 822678
46 49 600087
Case #14: 1176
1 2 698383
1 3 768431
1 4 624247
1 5 697434
1 6 385194
1 7 579566
1 8 359782
1 9 505803
1 10 614624
1 11 671857
1 12 886896
1 13 494646
1 14 269798
1 15 651227
1 16 635124
1 17 739536
1 18 619008
1 19 589220
1 20 363443
1 21 798507
1 22 510275
1 23 592058
1 24 836234
1 25 436244
1 26 702490
1 27 534672
1 28 573808
1 29 629576
1 30 476460
1 31 777206
1 32 804843
1 33 798926
1 34 470144
1 35 662703
1 36 573611
1 37 562954
1 38 616489
1 39 636357
1 40 543129
1 41 443180
1 42 418963
1 43 425096
1 44 695971
1 45 800011
1 46 778529
1 47 843591
1 48 626768
1 49 497617
2 3 472186
2 4 519046
2 5 523233
2 6 356691
2 7 543785
2 8 498119
2 9 269648
2 10 310405
2 11 489602
2 12 451555
2 13 417801
2 14 428585
2 15 491360
2 16 275663
2 17 172911
2 18 451819
2 19 537067
2 20 334940
2 21 362952
2 22 436843
2 23 563599
2 24 611932
2 25 400463
2 26 304752
2 27 381865
2 28 421999
2 29 576781
2 30 448001
2 31 169912
2 32 356616
2 33 100543
2 34 441641
2 35 510894
2 36 373507
2 37 135429
2 38 580708
2 39 607854
2 40 514626
2 41 414721
2 42 390460
2 43 273287
2 44 495867
2 45 393127
2 46 748389
2 47 484130
2 48 596628
2 49 469114
3 4 570765
3 5 588738
3 6 383237
3 7 577609
3 8 491099
3 9 547348
3 10 549697
3 11 621964
3 12 833013
3 13 550163
3 14 498633
3 15 583746
3 16 469017
3 17 305273
3 18 584181
3 19 598301
3 20 404988
3 21 495314
3 22 472066
3 23 444681
3 24 448277
3 25 434287
3 26 575852
3 27 362815
3 28 473718
3 29 638701
3 30 440981
3 31 302274
3 32 488978
3 33 371643
3 34 298287
3 35 866265
3 36 408730
3 37 604499
3 38 571092
3 39 645438
3 40 541172
3 41 407701
3 42 428044
3 43 466641
3 44 286370
3 45 525489
3 46 800108
3 47 677484
3 48 648347
3 49 349390
4 5 272350
4 6 307631
4 7 399903
4 8 264465
4 9 387396
4 10 497925
4 11 492194
4 12 707233
4 13 579297
4 14 354449
4 15 555910
4 16 417907
4 17 622672
4 18 541445
4 19 466907
4 20 307412
4 21 618844
4 22 480962
4 23 329945
4 24 621261
4 25 256581
4 26 559748
4 27 337006
4 28 97047
4 29 549253
4 30 238965
4 31 621221
4 32 625180
4 33 619589
4 34 272478
4 35 489594
4 36 417626
4 37 383617
4 38 353295
4 39 514044
4 40 465566
4 41 272245
4 42 362932
4 43 245759
4 44 488256
4 45 402456
4 46 423437
4 47 626374
4 48 271676
4 49 323581
5 6 312240
5 7 404512
5 8 439632
5 9 392005
5 10 502534
5 11 496803
5 12 711842
5 13 595212
5 14 427636
5 15 607912
5 16 332125
5 17 350322
5 18 546054
5 19 559768
5 20 333991
5 21 540363
5 22 261794
5 23 207356
5 24 348911
5 25 261190
5 26 454009
5 27 225923
5 28 369397
5 29 574805
5 30 389514
5 31 402053
5 32 534027
5 33 471422
5 34 290451
5 35 761944
5 36 198458
5 37 411688
5 38 80945
5 39 606905
5 40 470175
5 41 356234
5 42 389511
5 43 273830
5 44 320818
5 45 130106
5 46 501693
5 47 540592
5 48 349932
5 49 341554
6 7 194372
6 8 205380
6 9 164111
6 10 229430
6 11 286663
6 12 501702
6 13 340244
6 14 115396
6 15 402411
6 16 255680
6 17 529602
6 18 233814
6 19 247528
6 20 21751
6 21 413313
6 22 279623
6 23 343242
6 24 451040
6 25 51050
6 26 397393
6 27 149478
6 28 232116
6 29 287884
6 30 227644
6 31 436121
6 32 419649
6 33 457234
6 34 84950
6 35 508301
6 36 232526
6 37 221262
6 38 231295
6 39 294665
6 40 157935
6 41 194364
6 42 77271
6 43 83404
6 44 354886
6 45 442346
6 46 459492
6 47 464147
6 48 307731
6 49 136053
7 8 399752
7 9 274137
7 10 384666
7 11 378935
7 12 593974
7 13 286070
7 14 309768
7 15 596783
7 16 450052
7 17 530960
7 18 428186
7 19 441900
7 20 216123
7 21 505585
7 22 473995
7 23 449978
7 24 415208
7 25 143322
7 26 577679
7 27 343850
7 28 426488
7 29 482256
7 30 422016
7 31 630493
7 32 511921
7 33 644328
7 34 279322
7 35 702673
7 36 426898
7 37 408356
7 38 323567
7 39 489037
7 40 352307
7 41 388736
7 42 271643
7 43 277776
7 44 549258
7 45 534618
7 46 653864
7 47 658519
7 48 502103
7 49 330425
8 9 228471
8 10 434810
8 11 492043
8 12 707082
8 13 314832
8 14 89984
8 15 291445
8 16 295620
8 17 559722
8 18 439194
8 19 344620
8 20 183629
8 21 552996
8 22 330461
8 23 232276
8 24 559854
8 25 256430
8 26 522676
8 27 257340
8 28 258596
8 29 449762
8 30 116678
8 31 543983
8 32 559332
8 33 598662
8 34 192812
8 35 482889
8 36 340388
8 37 362690
8 38 358687
8 39 391757
8 40 363315
8 41 83398
8 42 239149
8 43 245282
8 44 390587
8 45 522679
8 46 584986
8 47 504087
8 48 433225
8 49 243915
9 10 372159
9 11 366428
9 12 581467
9 13 460853
9 14 236005
9 15 519916
9 16 274453
9 17 442559
9 18 397925
9 19 368137
9 20 142360
9 21 493078
9 22 289192
9 23 293951
9 24 513013
9 25 130815
9 26 303542
9 27 313589
9 28 320271
9 29 408493
9 30 178353
9 31 439560
9 32 499414
9 33 370191
9 34 249061
9 35 509684
9 36 352528
9 37 134219
9 38 311060
9 39 415274
9 40 322046
9 41 145073
9 42 197880
9 43 204013
9 44 452262
9 45 294208
9 46 623603
9 47 482920
9 48 471842
9 49 276534
10 11 476957
10 12 691996
10 13 569674
10 14 344826
10 15 560703
10 16 384982
10 17 420968
10 18 463244
10 19 476958
10 20 251181
10 21 603607
10 22 449023
10 23 421638
10 24 680470
10 25 241344
10 26 420879
10 27 378908
10 28 461546
10 29 517314
10 30 457074
10 31 279231
10 32 604673
10 33 348600
10 34 314380
10 35 620213
10 36 385687
10 37 244748
10 38 421589
10 39 524095
10 40 387365
10 41 423794
10 42 306701
10 43 312834
10 44 263327
10 45 632640
10 46 688922
10 47 593449
10 48 537161
10 49 274315
11 12 686265
11 13 561581
11 14 402059
11 15 689074
11 16 384026
11 17 316691
11 18 520477
11 19 512116
11 20 308414
11 21 126650
11 22 513739
11 23 542269
11 24 482396
11 25 235613
11 26 669970
11 27 436141
11 28 473558
11 29 574547
11 30 514307
11 31 458428
11 32 132986
11 33 527797
11 34 371613
11 35 794964
11 36 519189
11 37 500647
11 38 415858
11 39 529143
11 40 189291
11 41 481027
11 42 341859
11 43 370067
11 44 641549
11 45 536907
11 46 450690
11 47 592493
11 48 298929
11 49 420513
12 13 841946
12 14 617098
12 15 852187
12 16 684617
12 17 624466
12 18 735516
12 19 732534
12 20 523453
12 21 812915
12 22 745638
12 23 757308
12 24 901768
12 25 450652
12 26 756307
12 27 599254
12 28 710157
12 29 772934
12 30 677420
12 31 621467
12 32 808171
12 33 552098
12 34 534726
12 35 697254
12 36 682302
12 37 586984
12 38 630897
12 39 779671
12 40 659637
12 41 644140
12 42 562277
12 43 585106
12 44 804662
12 45 841948
12 46 961194
12 47 476150
12 48 809433
12 49 483623
13 14 224848
13 15 606277
13 16 590174
13 17 244890
13 18 574058
13 19 544270
13 20 318493
13 21 434931
13 22 465325
13 23 547108
13 24 683911
13 25 391294
13 26 657540
13 27 489722
13 28 528858
13 29 584626
13 30 431510
13 31 386627
13 32 428595
13 33 455996
13 34 425194
13 35 617753
13 36 528661
13 37 518004
13 38 571539
13 39 591407
13 40 498179
13 41 398230
13 42 374013
13 43 380146
13 44 651021
13 45 465106
13 46 733579
13 47 798641
13 48 581818
13 49 452667
14 15 381429
14 16 365326
14 17 469738
14 18 349210
14 19 319422
14 20 93645
14 21 528709
14 22 240477
14 23 322260
14 24 566436
14 25 166446
14 26 432692
14 27 264874
14 28 304010
14 29 359778
14 30 206662
14 31 507408
14 32 535045
14 33 529128
14 34 200346
14 35 392905
14 36 303813
14 37 293156
14 38 346691
14 39 366559
14 40 273331
14 41 173382
14 42 149165
14 43 155298
14 44 426173
14 45 530213
14 46 508731
14 47 573793
14 48 356970
14 49 227819
15 16 488191
15 17 463185
15 18 603355
15 19 617475
15 20 424162
15 21 653226
15 22 483072
15 23 455687
15 24 684503
15 25 453461
15 26 418076
15 27 381989
15 28 492892
15 29 657875
15 30 408123
15 31 321448
15 32 646890
15 33 390817
15 34 317461
15 35 774334
15 36 419736
15 37 594207
15 38 582098
15 39 664612
15 40 560346
15 41 374843
15 42 447218
15 43 485815
15 44 297376
15 45 683401
15 46 819282
15 47 696658
15 48 667521
15 49 368564
16 17 447417
16 18 279585
16 19 261404
16 20 271681
16 21 257376
16 22 381642
16 23 361100
16 24 408716
16 25 306730
16 26 316365
16 27 106202
16 28 320860
16 29 511144
16 30 178942
16 31 445575
16 32 263712
16 33 376206
16 34 170730
16 35 515699
16 36 318306
16 37 140234
16 38 413070
16 39 454021
16 40 413615
16 41 212222
16 42 300487
16 43 210028
16 44 440666
16 45 462231
16 46 647250
16 47 208467
16 48 495489
16 49 221833
17 18 423644
17 19 708821
17 20 507851
17 21 190041
17 22 408668
17 23 557678
17 24 439021
17 25 552304
17 26 415315
17 27 553619
17 28 594910
17 29 721679
17 30 620912
17 31 141737
17 32 183705
17 33 211106
17 34 492908
17 35 683805
17 36 345332
17 37 308340
17 38 431267
17 39 780765
17 40 468278
17 41 587632
17 42 563371
17 43 446198
17 44 467692
17 45 220216
17 46 764782
17 47 655884
17 48 615620
17 49 544011
18 19 481342
18 20 255565
18 21 536961
18 22 513437
18 23 577056
18 24 684854
18 25 284864
18 26 555485
18 27 383292
18 28 465930
18 29 521698
18 30 458527
18 31 281907
18 32 543297
18 33 351276
18 34 318764
18 35 742115
18 36 466340
18 37 419819
18 38 465109
18 39 528479
18 40 391749
18 41 428178
18 42 311085
18 43 317218
18 44 588700
18 45 643860
18 46 693306
18 47 488052
18 48 541545
18 49 369867
19 20 225777
19 21 518780
19 22 372609
19 23 410100
19 24 615930
19 25 298578
19 26 564824
19 27 364542
19 28 369860
19 29 380914
19 30 227942
19 31 639540
19 32 525116
19 33 637610
19 34 300014
19 35 712327
19 36 435945
19 37 401638
19 38 478823
19 39 387651
19 40 322825
19 41 261222
19 42 170257
19 43 287430
19 44 558305
19 45 662345
19 46 642571
19 47 469871
19 48 490810
19 49 248911
20 21 435064
20 22 257872
20 23 364993
20 24 472791
20 25 72801
20 26 375642
20 27 171229
20 28 210365
20 29 266133
20 30 249395
20 31 437115
20 32 441400
20 33 435483
20 34 106701
20 35 486550
20 36 233520
20 37 199511
20 38 253046
20 39 272914
20 40 179686
20 41 216115
20 42 55520
20 43 61653
20 44 355880
20 45 436568
20 46 481243
20 47 480148
20 48 329482
20 49 134174
21 22 598709
21 23 618476
21 24 571342
21 25 362263
21 26 573741
21 27 363578
21 28 578236
21 29 701197
21 30 436318
21 31 331778
21 32 6336
21 33 401147
21 34 428106
21 35 773075
21 36 535373
21 37 397610
21 38 542508
21 39 618089
21 40 278237
21 41 469598
21 42 430805
21 43 467404
21 44 657733
21 45 410257
21 46 577340
21 47 465843
21 48 425579
21 49 479209
22 23 344007
22 24 577954
22 25 330673
22 26 192215
22 27 275440
22 28 383915
22 29 439683
22 30 353606
22 31 266931
22 32 592373
22 33 336300
22 34 210912
22 35 633382
22 36 63336
22 37 368346
22 38 342739
22 39 419746
22 40 354920
22 41 320326
22 42 202352
22 43 235203
22 44 185696
22 45 391900
22 46 356114
22 47 590109
22 48 214810
22 49 262015
23 24 556267
23 25 306656
23 26 536222
23 27 322820
23 28 257516
23 29 598706
23 30 182158
23 31 484266
23 32 624812
23 33 553635
23 34 258292
23 35 650063
23 36 280671
23 37 428170
23 38 126411
23 39 457237
23 40 501177
23 41 148878
23 42 388049
23 43 406228
23 44 158311
23 45 337462
23 46 583906
23 47 569567
23 48 432145
23 49 309395
24 25 502090
24 26 725081
24 27 302514
24 28 542473
24 29 707456
24 30 509736
24 31 580758
24 32 577678
24 33 650127
24 34 367042
24 35 924415
24 36 514618
24 37 548950
24 38 429856
24 39 632957
24 40 293105
24 41 476456
24 42 445673
24 43 534444
24 44 636978
24 45 218805
24 46 469623
24 47 617183
24 48 621384
24 49 418145
25 26 434357
25 27 200528
25 28 283166
25 29 338934
25 30 278694
25 31 487171
25 32 368599
25 33 501006
25 34 136000
25 35 559351
25 36 283576
25 37 265034
25 38 180245
25 39 345715
25 40 208985
25 41 245414
25 42 128321
25 43 134454
25 44 405936
25 45 391296
25 46 510542
25 47 515197
25 48 358781
25 49 187103
26 27 422567
26 28 462701
26 29 617483
26 30 481895
26 31 273578
26 32 580077
26 33 204209
26 34 403127
26 35 544788
26 36 255551
26 37 176131
26 38 534954
26 39 611961
26 40 547135
26 41 448615
26 42 394567
26 43 313989
26 44 377911
26 45 584115
26 46 548329
26 47 524832
26 48 407025
26 49 454230
27 28 239959
27 29 404942
27 30 207222
27 31 415699
27 32 369914
27 33 482408
27 34 64528
27 35 621901
27 36 212104
27 37 246436
27 38 306868
27 39 411679
27 40 307413
27 41 173942
27 42 194285
27 43 232882
27 44 334464
27 45 356029
27 46 566349
27 47 314669
27 48 414588
27 49 115631
28 29 452206
28 30 141918
28 31 524174
28 32 584572
28 33 522542
28 34 175431
28 35 392547
28 36 320579
28 37 286570
28 38 383927
28 39 416997
28 40 390051
28 41 175198
28 42 265885
28 43 148712
28 44 415827
28 45 499503
28 46 326390
28 47 529327
28 48 174629
28 49 226534
29 30 483108
29 31 579942
29 32 707533
29 33 649311
29 34 340414
29 35 752683
29 36 376347
29 37 441352
29 38 519179
29 39 428051
29 40 445819
29 41 449828
29 42 321653
29 43 303494
29 44 498707
29 45 702701
29 46 747376
29 47 719611
29 48 595615
29 49 289311
30 31 493865
30 32 442654
30 33 548544
30 34 142694
30 35 534465
30 36 290270
30 37 312572
30 38 308569
30 39 275079
30 40 385579
30 41 33280
30 42 272451
30 43 290630
30 44 340469
30 45 472561
30 46 468308
30 47 387409
30 48 316547
30 49 193797
31 32 325442
31 33 69369
31 34 351171
31 35 680806
31 36 203595
31 37 305341
31 38 482998
31 39 686677
31 40 594056
31 41 460585
31 42 469283
31 43 375462
31 44 325955
31 45 361953
31 46 623045
31 47 654042
31 48 481741
31 49 402274
32 33 394811
32 34 434442
32 35 779411
32 36 529037
32 37 403946
32 38 548844
32 39 624425
32 40 284573
32 41 475934
32 42 437141
32 43 473740
32 44 651397
32 45 403921
32 46 583676
32 47 472179
32 48 431915
32 49 485545
33 34 420540
33 35 611437
33 36 272964
33 37 235972
33 38 552367
33 39 708397
33 40 615169
33 41 515264
33 42 491003
33 43 373830
33 44 395324
33 45 431322
33 46 692414
33 47 584673
33 48 551110
33 49 471643
34 35 567978
34 36 147576
34 37 306212
34 38 316245
34 39 347151
34 40 242885
34 41 109414
34 42 129757
34 43 168354
34 44 269936
34 45 420557
34 46 501821
34 47 379197
34 48 350060
34 49 51103
35 36 685190
35 37 375465
35 38 739596
35 39 759464
35 40 666236
35 41 566287
35 42 542070
35 43 513323
35 44 807550
35 45 803892
35 46 718937
35 47 724166
35 48 567176
35 49 619081
36 37 309725
36 38 279403
36 39 483082
36 40 390461
36 41 256990
36 42 265688
36 43 171867
36 44 122360
36 45 328564
36 46 419450
36 47 526773
36 48 278146
36 49 198679
37 38 445279
37 39 472425
37 40 379197
37 41 279292
37 42 255031
37 43 137858
37 44 432085
37 45 428427
37 46 612960
37 47 348701
37 48 461199
37 49 333685
38 39 525960
38 40 389230
38 41 275289
38 42 308566
38 43 314699
38 44 284722
38 45 211051
38 46 517416
38 47 621537
38 48 365655
38 49 367348
39 40 339852
39 41 308359
39 42 217394
39 43 334567
39 44 605442
39 45 709482
39 46 689708
39 47 304604
39 48 537947
39 49 296048
40 41 352299
40 42 152568
40 43 241339
40 44 512821
40 45 511910
40 46 617427
40 47 622082
40 48 465666
40 49 231222
41 42 239171
41 43 277768
41 44 307189
41 45 439281
41 46 501588
41 47 420689
41 48 349827
41 49 160517
42 43 117173
42 44 388048
42 45 492088
42 46 472314
42 47 508954
42 48 320553
42 49 78654
43 44 294227
43 45 403936
43 46 475102
43 47 418495
43 48 323341
43 49 195827
44 45 450924
44 46 541810
44 47 649133
44 48 400506
44 49 321039
45 46 631799
45 47 670698
45 48 480038
45 49 471660
46 47 855717
46 48 151761
46 49 550968
47 48 703956
47 49 430300
48 49 399207
Case #15: 300
1 2 127456
1 3 97228
1 4 119506
1 5 199698
1 6 106390
1 7 164999
1 8 128506
1 9 301137
1 10 99104
1 11 226883
1 12 79000
1 13 142020
1 14 239460
1 15 124729
1 16 87392
1 17 132837
1 18 156214
1 19 345204
1 20 91223
1 21 167786
1 22 168030
1 23 155006
1 24 89338
1 25 277028
2 3 30228
2 4 117531
2 5 149530
2 6 34580
2 7 37543
2 8 126531
2 9 234137
2 10 32104
2 11 154610
2 12 48456
2 13 73668
2 14 167187
2 15 57729
2 16 214848
2 17 65837
2 18 125670
2 19 278204
2 20 36233
2 21 94921
2 22 109093
2 23 100016
2 24 58794
2 25 180239
3 4 87303
3 5 119302
3 6 21172
3 7 67771
3 8 96303
3 9 203909
3 10 1876
3 11 130247
3 12 18228
3 13 44792
3 14 142824
3 15 27501
3 16 184620
3 17 35609
3 18 95442
3 19 247976
3 20 6005
3 21 70558
3 22 82812
3 23 69788
3 24 28566
3 25 191810
4 5 206605
4 6 96465
4 7 155074
4 8 9000
4 9 291212
4 10 89179
4 11 216958
4 12 93521
4 13 132095
4 14 229535
4 15 114804
4 16 206898
4 17 122912
4 18 166058
4 19 335279
4 20 81298
4 21 157861
4 22 158105
4 23 145081
4 24 103859
4 25 267103
5 6 140474
5 7 187073
5 8 215605
5 9 323211
5 10 121178
5 11 249549
5 12 137530
5 13 164094
5 14 262126
5 15 146803
5 16 287090
5 17 154911
5 18 126835
5 19 367278
5 20 125307
5 21 189860
5 22 202114
5 23 189090
5 24 147868
5 25 300040
6 7 72123
6 8 105465
6 9 225081
6 10 23048
6 11 120493
6 12 27390
6 13 65964
6 14 133070
6 15 48673
6 16 193782
6 17 56781
6 18 104604
6 19 269148
6 20 15167
6 21 91730
6 22 91974
6 23 78950
6 24 37728
6 25 170638
7 8 164074
7 9 236482
7 10 69647
7 11 117067
7 12 85999
7 13 36125
7 14 129644
7 15 95272
7 16 252391
7 17 96977
7 18 163213
7 19 315747
7 20 73776
7 21 57378
7 22 71550
7 23 84574
7 24 96337
7 25 142696
8 9 300212
8 10 98179
8 11 225958
8 12 102521
8 13 141095
8 14 238535
8 15 123804
8 16 215898
8 17 131912
8 18 175058
8 19 344279
8 20 90298
8 21 166861
8 22 167105
8 23 154081
8 24 112859
8 25 276103
9 10 202033
9 11 119415
9 12 222137
9 13 239413
9 14 110933
9 15 222161
9 16 357690
9 17 235766
9 18 294188
9 19 335905
9 20 209914
9 21 179104
9 22 193276
9 23 206300
9 24 232422
9 25 353425
10 11 132123
10 12 20104
10 13 46668
10 14 144700
10 15 29377
10 16 186496
10 17 33733
10 18 97265
10 19 249852
10 20 7881
10 21 72434
10 22 84688
10 23 71664
10 24 30389
10 25 193686
11 12 147883
11 13 119998
11 14 12577
11 15 102746
11 16 314275
11 17 165856
11 18 225097
11 19 333038
11 20 135660
11 21 59689
11 22 73861
11 23 86885
11 24 158221
11 25 234010
12 13 63020
12 14 160460
12 15 45729
12 16 166392
12 17 53837
12 18 77214
12 19 266204
12 20 12223
12 21 88786
12 22 89030
12 23 76006
12 24 10338
12 25 198028
13 14 132575
13 15 72293
13 16 229412
13 17 60852
13 18 140234
13 19 292768
13 20 50797
13 21 60309
13 22 74481
13 23 87505
13 24 73358
13 25 178821
14 15 115323
14 16 326852
14 17 178433
14 18 227744
14 19 345615
14 20 148237
14 21 72266
14 22 86438
14 23 99462
14 24 160868
14 25 246587
15 16 212121
15 17 63110
15 18 122943
15 19 275477
15 20 33506
15 21 43057
15 22 57229
15 23 70253
15 24 56067
15 25 217378
16 17 220229
16 18 243606
16 19 370798
16 20 178615
16 21 255178
16 22 255422
16 23 242398
16 24 176730
16 25 364420
17 18 130998
17 19 283585
17 20 41614
17 21 106167
17 22 118421
17 23 105397
17 24 64122
17 25 227419
18 19 343418
18 20 89437
18 21 166000
18 22 166244
18 23 153220
18 24 66876
18 25 173205
19 20 253981
19 21 273349
19 22 287521
19 23 300545
19 24 276542
19 25 344499
20 21 76563
20 22 76807
20 23 63783
20 24 22561
20 25 185805
21 22 14172
21 23 27196
21 24 99124
21 25 174321
22 23 13024
22 24 99368
22 25 160149
23 24 86344
23 25 147125
24 25 208366
Case #16: Impossible
Case #17: 93
1 2 571567
1 3 772991
1 5 548971
1 6 365655
1 7 984816
1 8 748253
1 9 765031
1 10 570642
1 11 586567
1 12 646890
1 14 885780
1 15 691412
2 3 613248
2 5 389228
2 6 205912
2 7 825073
2 8 575642
2 9 516044
2 10 410899
2 11 646894
2 12 487147
2 13 832610
2 14 946107
2 15 531669
3 4 845034
3 5 224020
3 6 407336
3 7 703207
3 8 789934
3 9 440080
3 10 245691
3 11 451590
3 12 688571
3 13 756646
3 14 750803
3 15 366461
4 5 621014
4 6 804330
4 8 484859
4 9 837074
4 10 642685
4 11 878680
4 15 763455
5 6 183316
5 7 479187
5 8 565914
5 9 216060
5 10 21671
5 11 257666
5 12 464551
5 13 532626
5 14 556879
5 15 142441
6 7 619161
6 8 382598
6 9 399376
6 10 204987
6 11 440982
6 12 281235
6 13 715942
6 14 740195
6 15 325757
7 9 651905
7 10 457516
7 11 736853
7 12 900396
7 13 968471
7 15 621628
8 9 781974
8 10 587585
8 11 823580
8 12 663833
8 15 708355
9 10 194389
9 11 473726
9 12 637269
9 13 316566
9 14 534995
9 15 358501
10 11 279337
10 12 442880
10 13 510955
10 14 578550
10 15 164112
11 12 722217
11 13 517642
11 14 299213
11 15 400107
12 13 953835
12 15 529331
13 14 218429
13 15 675067
14 15 699320
Case #18: Impossible
Case #19: 11
1 2 723640
1 3 36741
1 4 873842
1 9 231416
2 3 760381
2 5 566385
2 7 709117
2 9 492224
3 4 910583
3 9 268157
7 8 445147
Case #20: Impossible
Case #21: 1
1 2 1000000
Case #22: Impossible
Case #23: 465
1 2 15787
1 3 168139
1 4 86441
1 5 32528
1 6 142742
1 7 137031
1 8 163040
1 9 65790
1 10 130998
1 11 52813
1 12 71555
1 13 90056
1 14 77968
1 15 376414
1 16 156819
1 17 44284
1 18 175607
1 19 157686
1 20 123510
1 21 151465
1 22 131184
1 23 91134
1 24 176822
1 25 150701
1 26 154365
1 27 80340
1 28 108086
1 29 121466
1 30 106814
1 31 146701
